"hex_id","PLOT","INVYR","STATECD","UNITCD","COUNTYCD","lidarYear","ID","distYear","brightness","greenness","wetness","ndvi","gndvi","nbr","g_ratio","b1","b2","b3","b4","b5","b7"
23,60634,2010,41,0,5,2014,4,0,2639.1376953125,1188.40686035156,432.467620849609,0.745888411998749,0.619828104972839,0.753799438476562,2016.04626464844,1044.82348632812,813.572998046875,628.530090332031,395.391296386719,2644.57641601562,387.738586425781
24,60634,2010,41,0,5,2014,4,0,4047.87353515625,951.458190917969,179.4970703125,0.584031045436859,0.49616676568985,0.557305097579956,2074.64916992188,1326.52416992188,1121.06372070312,1224.95361328125,983.7763671875,3299.60278320312,1043.93322753906
25,60634,2010,41,0,5,2014,4,0,4769.015625,733.58740234375,-203.489868164062,0.49460756778717,0.47885000705719,0.437961459159851,2247.97216796875,1666.99401855469,1574.20544433594,1234.23901367188,1203.66320800781,3482.21118164062,1365.90991210938
26,60634,2010,41,0,5,2014,4,0,2333.05963134766,1074.78492736816,485.612968444824,0.748651459813118,0.611405730247498,0.787358075380325,1806.89697265625,1027.77394104004,784.477996826172,574.702331542969,344.773391723633,2381.59936523438,290.813987731934
27,60634,2010,41,0,5,2014,4,0,2987.34820556641,1120.90061950684,360.142395019531,0.70328725874424,0.587268456816673,0.703797578811646,2022.61090087891,1115.50619506836,890.729675292969,774.843170166016,542.407791137695,2797.45404052734,556.19010925293
28,60634,2010,41,0,5,2014,4,0,3917.43249511719,1083.25364685059,53.7526626586914,0.624322831630707,0.549259468913078,0.572169378399849,2273.98504638672,1293.07537841797,1115.2795715332,1000.10250854492,823.200622558594,3274.08746337891,967.171043395996
29,60634,2010,41,0,5,2014,4,0,3980.9951171875,1386.60168457031,-85.2374877929688,0.667175769805908,0.596862256526947,0.563489735126495,2616.80200195312,1119.67346191406,920.434326171875,883.650695800781,700.244445800781,3500.45263671875,978.402587890625
30,60634,2010,41,0,5,2014,4,0,3248.82983398438,1258.91247558594,130.768661499023,0.707401692867279,0.61306244134903,0.645966589450836,2276.13354492188,1085.65771484375,875.163757324219,719.595886230469,516.014526367188,2995.7294921875,651.91796875
31,74773,2009,41,0,5,2014,2,0,4193.73486328125,1377.59362792969,-162.662948608398,0.643098711967468,0.594098031520844,0.544476091861725,2688.56225585938,1136.23547363281,946.91455078125,918.049743652344,783.28564453125,3606.61206054688,1064.1259765625
32,74773,2009,41,0,5,2014,2,0,4235.0224609375,1450.54345703125,-177.827285766602,0.656190097332001,0.609546840190887,0.553471922874451,2787.09936523438,1115.96337890625,923.969543457031,894.885620117188,767.728515625,3681.98486328125,1063.53308105469
33,74773,2009,41,0,5,2014,2,0,3916.18475341797,1255.77674865723,-197.120885848999,0.648415267467499,0.586009740829468,0.533105857670307,2467.39395141602,1123.96508789062,923.45881652832,863.384017944336,704.867767333984,3330.77789306641,1010.38911437988
34,74773,2009,41,0,5,2014,2,0,3906.107421875,1284.59399414062,-101.279014587402,0.641795992851257,0.597353935241699,0.553079903125763,2527.8671875,1125.45849609375,939.465942382812,845.603515625,731.378967285156,3373.470703125,965.75146484375
35,74773,2009,41,0,5,2014,2,0,3829.2646484375,1572.18481445312,58.0179328918457,0.713908970355988,0.643490970134735,0.620877623558044,2803.95947265625,1087.60974121094,876.874877929688,777.4033203125,599.750244140625,3581.36279296875,840.110595703125
36,74773,2009,41,0,5,2014,2,0,4270.87329101562,1283.31475830078,-470.218444824219,0.638476073741913,0.593984603881836,0.485080912709236,2617.4462890625,1122.50354003906,924.019958496094,883.627380371094,764.618225097656,3501.07360839844,1213.03796386719
37,74773,2009,41,0,5,2014,2,0,4006.78814697266,1543.51306152344,-37.2577409744263,0.693007826805115,0.630301266908646,0.595604300498962,2819.31512451172,1094.97778320312,890.42741394043,825.882629394531,662.780197143555,3645.19769287109,928.743286132812
38,74773,2009,41,0,5,2014,2,0,3489.06457519531,789.849243164062,-250.588523864746,0.566288650035858,0.520992070436478,0.462423548102379,1856.86566162109,1154.29406738281,954.585571289062,847.786651611328,745.153533935547,2704.65234375,990.14990234375
39,74773,2009,41,0,5,2014,2,0,3497.28051757812,897.428344726562,-187.736312866211,0.58541738986969,0.536876499652863,0.495273470878601,1975.04736328125,1135.11535644531,939.187805175781,827.8037109375,717.336486816406,2802.85107421875,927.875305175781
40,74773,2009,41,0,5,2014,2,0,3508.70092773438,1488.69396972656,151.973892211914,0.724993705749512,0.640172898769379,0.631927788257599,2617.88037109375,1084.48132324219,859.808776855469,729.087646484375,528.223449707031,3346.96801757812,748.734741210938
41,74773,2009,41,0,5,2014,2,0,3595.10131835938,582.73681640625,-497.321380615234,0.511688768863678,0.487563580274582,0.37000635266304,1686.73876953125,1156.79907226562,974.692749023438,873.101745605469,824.03662109375,2559.84033203125,1196.19384765625
42,74773,2009,41,0,5,2014,2,0,2939.69635009766,1486.67541503906,376.525665283203,0.788862109184265,0.667692691087723,0.744199559092522,2437.95751953125,1032.95111083984,788.938369750977,602.505493164062,356.676147460938,3040.46301269531,451.931594848633
43,74773,2009,41,0,5,2014,2,0,3035.291015625,628.837036132812,-90.1136093139648,0.546880960464478,0.484344720840454,0.470257371664047,1540.88134765625,1148.67565917969,940.638244628906,804.37744140625,677.640625,2345.2587890625,837.450256347656
44,74773,2009,41,0,5,2014,2,0,3179.61450195312,1234.04577636719,176.649917602539,0.695729792118073,0.607153236865997,0.62192314863205,2247.25830078125,1102.59643554688,875.350341796875,710.034301757812,519.343200683594,2957.29248046875,681.000732421875
45,74773,2009,41,0,5,2014,2,0,3337.09356689453,1493.82098388672,263.088550567627,0.732672229409218,0.642106771469116,0.664927929639816,2572.7578125,1074.53622436523,843.606903076172,698.754867553711,490.786773681641,3271.5126953125,646.207855224609
46,74773,2009,41,0,5,2014,2,0,1940.21807861328,796.956604003906,473.925994873047,0.714429706335068,0.563948512077332,0.788354605436325,1396.64978027344,1025.25933837891,773.857879638672,529.103790283203,315.698852539062,1925.75360107422,225.974906921387
47,74773,2009,41,0,5,2014,2,0,3107.45275878906,931.44140625,43.2681541442871,0.621305376291275,0.545748978853226,0.546090260148048,1894.06982421875,1125.63604736328,907.994293212891,757.205871582031,598.491912841797,2651.27563476562,759.225494384766
48,65759,2007,41,0,5,2014,1,0,3315.19616699219,605.786926269531,-293.7174949646,0.529284864664078,0.485954150557518,0.420131862163544,1613.81005859375,1152.73736572266,957.665496826172,838.739593505859,750.838623046875,2452.54956054688,1016.82205200195
49,65759,2007,41,0,5,2014,1,0,2310.67883300781,748.480285644531,265.976005554199,0.654280036687851,0.534469038248062,0.661578208208084,1451.4970703125,1059.31854248047,818.799255371094,617.316925048828,429.736373901367,2068.81384277344,435.912628173828
50,65759,2007,41,0,5,2014,1,0,1834.26574707031,701.299743652344,447.550842285156,0.698701918125153,0.542645394802094,0.780728578567505,1260.06127929688,1021.87133789062,768.295837402344,520.292602539062,311.001708984375,1780.35388183594,216.611862182617
51,65759,2007,41,0,5,2014,1,0,2046.17041015625,892.613464355469,500.301147460938,0.730157494544983,0.58525162935257,0.795980632305145,1533.23828125,1028.64733886719,779.419921875,537.914978027344,320.39599609375,2071.1533203125,235.337951660156
52,65759,2007,41,0,5,2014,1,0,2445.33544921875,848.314025878906,235.259262084961,0.671960592269897,0.557102918624878,0.657223880290985,1603.94104003906,1052.76721191406,814.418762207031,615.867736816406,428.391937255859,2219.80859375,473.330902099609
53,65759,2007,41,0,5,2014,1,0,1842.42883300781,633.696533203125,370.559478759766,0.678610324859619,0.522551625967026,0.734995484352112,1186.91021728516,1020.46166992188,772.706268310547,527.047027587891,321.543243408203,1713.95721435547,256.94034576416
54,65759,2007,41,0,5,2014,1,0,2391.34741210938,1060.44946289062,420.229736328125,0.742175579071045,0.607634723186493,0.754029989242554,1809.70532226562,1032.2685546875,790.096008300781,581.083129882812,353.464538574219,2390.78857421875,340.703552246094
55,65759,2007,41,0,5,2014,1,0,2810.59285481771,1124.64442952474,248.309363683065,0.717743535836538,0.602050582567851,0.691537539164225,2001.68668619792,1057.02966308594,824.359497070312,654.725036621094,443.356190999349,2656.41170247396,524.178558349609
56,65759,2007,41,0,5,2014,1,0,3254.7724609375,1246.12182617188,163.080459594727,0.689105868339539,0.60317450761795,0.628714382648468,2276.85571289062,1087.77307128906,868.788024902344,731.223754882812,548.234191894531,3008.07934570312,695.110778808594
57,65759,2007,41,0,5,2014,1,0,2314.65417480469,1038.6653137207,442.087539672852,0.745528250932693,0.609487682580948,0.765146940946579,1767.7822265625,1030.09655761719,785.922607421875,564.80517578125,340.021194458008,2332.58752441406,313.907562255859
58,65759,2007,41,0,5,2014,1,0,2488.98168945312,806.652526855469,182.286209106445,0.653590619564056,0.530253052711487,0.632698714733124,1562.27563476562,1052.26879882812,821.20751953125,638.544128417969,447.663391113281,2200.81982421875,508.437133789062
59,65759,2007,41,0,5,2014,1,0,2502.4482421875,1012.04180908203,333.750274658203,0.71460223197937,0.588593363761902,0.712919116020203,1791.44702148438,1044.14343261719,806.267883300781,610.878234863281,398.436859130859,2402.3251953125,419.244232177734
60,65759,2007,41,0,5,2014,1,0,1877.91638183594,595.598510742188,323.632293701172,0.658179640769958,0.504865944385529,0.69615250825882,1155.46630859375,1021.70196533203,777.711547851562,541.839599609375,340.716766357422,1697.30590820312,303.710083007812
61,65759,2007,41,0,5,2014,1,0,3581.47814941406,1161.92169189453,-30.2857837677002,0.644154578447342,0.584485709667206,0.558191508054733,2288.59118652344,1118.37902832031,911.6083984375,812.244171142578,674.257446289062,3100.83520507812,887.250274658203
62,65759,2007,41,0,5,2014,1,0,2728.76770019531,809.685485839844,109.328866958618,0.615614742040634,0.523313224315643,0.578740626573563,1653.96978759766,1075.77972412109,854.688751220703,686.314361572266,532.132858276367,2340.28405761719,637.612991333008
63,65759,2007,41,0,5,2014,1,0,2836.89404296875,731.342651367188,-67.6748199462891,0.605564653873444,0.528048276901245,0.498598903417587,1613.74243164062,1091.33459472656,865.363159179688,696.183776855469,559.347717285156,2309.92626953125,794.024963378906
