SOURCE,TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,rel_bias,BA,-0.01486953450806383
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,rmse,BA,92.67771701294664
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,nrmse,BA,0.518721902490775
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,mae,BA,74.45279658066696
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,mape,BA,0.4167160945784536
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,bias,BA,33.138769573031965
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,rel_bias,BA,-0.18547938116262846
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,rmse,BA,85.02917162234017
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,nrmse,BA,0.4759126043749377
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,mae,BA,67.00043002085852
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,mape,BA,0.37500481937060137
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,bias,BA,14.052962672787006
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,rel_bias,BA,-0.07865514784143422
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,rmse,BA,118.4746892769883
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,nrmse,BA,0.515416439998899
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,mae,BA,91.3001345137807
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,mape,BA,0.39719530466541264
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,bias,BA,13.907085565000076
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,rel_bias,BA,-0.06050187239498983
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,rmse,BA,122.28940138145896
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,nrmse,BA,0.5320120972190684
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,mae,BA,91.78117912759039
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,mape,BA,0.3992880580108193
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,bias,BA,-4.676300352995764
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,rel_bias,BA,0.020343940929624535
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,38.35402540297078
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.4642648345510775
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,31.18019626163097
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.3774276234784726
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,8.533885882844363
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,-0.10330032052306122
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,38.301803914702134
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.46363270792665345
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,mae,BA,30.491205521636328
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.36908758176055523
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,bias,BA,5.081238960921127
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,-0.06150698761658045
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,108.21115914067144
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.5093137969888089
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,80.66325819440101
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.3796550248119273
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-43.39205314603762
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.20423190660234045
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,108.87320810711593
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.5124298404317409
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,BA,81.31706959399696
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.38273229677802734
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-47.070533421252314
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.22154528510226518
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,133.5445869937492
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.5633600451077903
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,96.42313448389008
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.40676258480488947
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-63.528720523398135
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.2679969564125948
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,132.86717628457478
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.5605023768468157
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,mae,BA,95.64371172017164
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.40347457700756095
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-64.88263461703647
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.2737084653702725
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,58.75284777706461
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.518843483313018
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,43.485258780807115
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.38401616248820414
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-3.8754355907396527
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.03422377939677574
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,59.75137258791375
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.5276614063692971
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,BA,43.152426353858175
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.3810769358414725
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-16.919546755479562
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.14941567782383128
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,100.50795445053093
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.5025882144901959
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,74.53707331977367
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.37272129154263145
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-42.262130873103736
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.2113310236208074
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,101.39417443501158
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.5070197415477372
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,mae,BA,75.32379262528252
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.376655267248557
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-46.45178953576085
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.23228133624133354
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,98.74362804466956
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.5832586517088979
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,70.17566213456278
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.4145134515501913
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-31.109725589906482
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.18375886081878848
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,99.36365271697387
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.5869210121219756
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,BA,69.95129407830905
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.4131881547936462
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-36.54692237534065
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.21587528320417684
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,94.22814305931222
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.5273997160403864
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,73.51182779755473
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.4114494443728576
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-12.403788440695562
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.06942463566675762
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,93.21172407998428
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.521710767243654
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,mae,BA,71.78645595307674
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.40179245028066807
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-18.653886958260863
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.10440675540686024
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,rmse,BA,139.69744516025457
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,nrmse,BA,0.6077446609131987
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,mae,BA,99.82214142527117
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,mape,BA,0.434269742174147
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,bias,BA,-51.84872777203767
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,BA,0.22556452226058993
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,rmse,BA,140.00483735831034
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,nrmse,BA,0.6090819507037204
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,mae,BA,101.9885930802411
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,mape,BA,0.4436947493739862
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,bias,BA,-50.48838698649726
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,rel_bias,BA,0.2196464480360667
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,84.85698040156484
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,1.0271702005908623
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,74.43385779816514
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.9010011938143757
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,71.14507798165138
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,-0.8611914267469948
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,61.21762602680537
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.7410223756263955
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,mae,BA,52.11484862385321
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.6308357811155224
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,bias,BA,41.23903211009174
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,-0.4991870401732419
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,93.85760540529259
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.4417564118604848
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,72.32021053484603
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.340387085020037
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,-12.067831388438682
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,0.056799253188632805
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,93.37573672457144
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.4394884168646172
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,BA,71.38179089313975
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.3359702570821255
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,BA,-17.031125372949045
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,0.08015982085001902
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,120.77855593792475
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.5095063323265052
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,87.73542226451708
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.3701133273698535
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,-48.39123163905061
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,0.20413920962796578
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,120.8418345614192
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.5097732742444719
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,mae,BA,87.19618217352362
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.3678385341429275
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,bias,BA,-49.972945642438525
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,0.2108116962659899
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,71.28745134657882
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.6295359454491821
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,59.622661172161166
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.5265247622436436
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,40.618840659340655
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,-0.3587029662935886
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,67.5392053288145
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.5964353708600103
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,BA,55.7211597069597
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.49207079640292417
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,BA,32.31781172161172
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,-0.28539699165426663
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,87.76126310570304
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.43884861419012383
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,64.9638313253012
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.3248504675149412
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,-16.28012048192771
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,0.08140844900713322
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,88.63154325492363
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.4432004343887761
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,mae,BA,66.19321927710844
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.33099799980721034
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,bias,BA,-17.3236
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,0.0866263495276653
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,90.07907945605615
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.5320789145700648
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,69.35938752239778
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.4096918824105585
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,5.468323179670958
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,-0.03230027970453503
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,90.5654209848274
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.5349516356758038
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,BA,69.32918781043087
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.4095134988162687
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,BA,2.953302845148863
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,-0.017444562952156642
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,72.80688712665906
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.8234951887395066
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,63.204240740740744
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.7148827564538933
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,52.42637037037038
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,-0.5929777451955806
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,53.75776035916427
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.6080366674126555
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,mae,BA,41.96012037037036
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.4745973713148661
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,bias,BA,11.724305555555555
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,-0.13260983400534115
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,rmse,BA,126.5902820582457
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,nrmse,BA,0.5507227992332921
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,mae,BA,91.5733563218391
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,mape,BA,0.39838393839383945
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,bias,BA,-26.48448275862069
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,BA,0.11521902190219022
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,rmse,BA,129.63447297850135
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,nrmse,BA,0.5639663540918901
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,mae,BA,91.2285287356322
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,mape,BA,0.3968837883788379
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,bias,BA,-31.81841379310345
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,rel_bias,BA,0.13842394239423944
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,rmse,BA,180.47501289740566
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,nrmse,BA,2.1845999506723914
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,mae,BA,169.85517992428063
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,mape,BA,2.0560498194560193
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,bias,BA,169.09489187637033
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,BA,-2.046846743610246
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,rmse,BA,71.60972792284848
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,nrmse,BA,0.8668158853483422
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,mae,BA,60.917069992932085
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,mape,BA,0.737384228238385
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,bias,BA,51.674690601775055
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,rel_bias,BA,-0.6255077903987875
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,rmse,BA,104.74908561888802
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,nrmse,BA,0.4930189728243092
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,mae,BA,81.73174389542567
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,mape,BA,0.384684030265142
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,bias,BA,-13.139509742208688
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,BA,0.06184328539237037
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,rmse,BA,98.44755160570547
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,nrmse,BA,0.46335975615391084
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,mae,BA,76.548733972015
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,mape,BA,0.36028933303718486
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,bias,BA,-15.010925663977595
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,rel_bias,BA,0.07065141531566582
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,rmse,BA,114.23152771951492
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,nrmse,BA,0.4818875856930832
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,mae,BA,86.86316333904905
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,mape,BA,0.3664336886914221
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,bias,BA,-26.01519738011683
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,BA,0.10974553966935914
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,rmse,BA,118.00205652977097
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,nrmse,BA,0.49779362373209035
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,mae,BA,89.38164275142829
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,mape,BA,0.3770579356736485
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,bias,BA,-38.62655553309125
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,rel_bias,BA,0.1629467622562598
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,rmse,BA,151.5689708622295
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,nrmse,BA,1.338498060600008
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,mae,BA,136.60660134372378
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,mape,BA,1.2063661178377625
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,bias,BA,131.70369008136993
sentinel,Eastern Cascades,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,BA,-1.1630687517698775
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,rmse,BA,91.4945984526176
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,nrmse,BA,0.8079842588330401
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,mae,BA,75.90836067447668
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,mape,BA,0.6703429664272541
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,bias,BA,59.563783192051936
sentinel,Eastern Cascades,Willamette Valley,weighted,RandomForestRegressor,rel_bias,BA,-0.5260048137229145
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,rmse,BA,104.34614637004294
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,nrmse,BA,0.521781023997106
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,mae,BA,83.63801847522821
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,mape,BA,0.41823040374035697
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,bias,BA,14.044842887171887
sentinel,Klamath Mountains,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,BA,-0.07023098368729917
sentinel,Klamath Mountains,Willamette Valley,weighted,RandomForestRegressor,rmse,BA,98.40422020455566
sentinel,Klamath Mountains,Willamette Valley,weighted,RandomForestRegressor,nrmse,BA,0.4920685293147604
sentinel,Klamath Mountains,Willamette Valley,weighted,RandomForestRegressor,mae,BA,76.76716146836252
sentinel,Klamath Mountains,Willamette Valley,weighted,RandomForestRegressor,mape,BA,0.38387280713045163
sentinel,Klamath Mountains,Willamette Valley,weighted,RandomForestRegressor,bias,BA,-5.766404994412482
