SOURCE,TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,rmse,TOPHT,21.57158068946472
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2999717652046855
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,mae,TOPHT,17.304414263801913
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,mape,TOPHT,0.24063307030072834
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,bias,TOPHT,-0.06383971119951715
sentinel,Northern Rockies,North Cascades,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.000887747223272755
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,rmse,TOPHT,22.208924582434786
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,nrmse,TOPHT,0.30883459150234427
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,mae,TOPHT,17.305923714173876
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,mape,TOPHT,0.24065406053315888
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,bias,TOPHT,-5.945238855164271
sentinel,Northern Rockies,North Cascades,weighted,RandomForestRegressor,rel_bias,TOPHT,0.08267376506247875
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,rmse,TOPHT,25.1234175686316
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2770368110917968
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,mae,TOPHT,19.652398095216093
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,mape,TOPHT,0.21670768651327682
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,bias,TOPHT,4.893840117628473
sentinel,Puget Lowland,North Cascades,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.053964547477556454
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,rmse,TOPHT,24.571239244936745
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,nrmse,TOPHT,0.2709479212529623
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,mae,TOPHT,19.33856515238113
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,mape,TOPHT,0.2132470395904988
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,bias,TOPHT,3.169985033405889
sentinel,Puget Lowland,North Cascades,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.03495553670054785
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,rmse,TOPHT,26.97749932486757
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,nrmse,TOPHT,0.24334291770487076
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,mae,TOPHT,22.343297475831957
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,mape,TOPHT,0.20154140802461173
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,bias,TOPHT,-3.4110413309551246
sentinel,Willamette Valley,North Cascades,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.03076833548917531
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,rmse,TOPHT,27.548301943905294
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,nrmse,TOPHT,0.24849168160909907
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,mae,TOPHT,22.714213797226193
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,mape,TOPHT,0.20488715400297344
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,bias,TOPHT,-3.79925406194232
sentinel,Willamette Valley,North Cascades,weighted,RandomForestRegressor,rel_bias,TOPHT,0.034270098848002264
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,20.792186017198993
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2965163086219462
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,15.880468117129922
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.22647054914691547
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,2.29713730268847
sentinel,Blue Mountains,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.03275935838721006
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,20.644440627307397
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.29440931912164414
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,15.8375205323181
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.2258580758214991
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,1.8664288024822062
sentinel,Blue Mountains,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.026617046344233213
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,34.006357552162456
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.3339386605960514
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,26.3926873925944
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.25917326381968875
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-15.841822300293593
sentinel,Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.15556493847499106
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,34.75434625956422
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.3412838267670409
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,27.017629742265722
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.26531012840093293
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-16.86309906139812
sentinel,Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.16559376303163437
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,41.70604600805356
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.3849032421138094
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,32.431924504489785
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.29931278758379265
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-24.16435140952369
sentinel,Coast Range,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.22301172351143117
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,43.95224219232622
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.40563328671173804
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,34.63482955299175
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.3196433002167464
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-26.68894739743173
sentinel,Coast Range,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.24631110750447804
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,21.649227930502516
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.30588529636431416
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,16.99414051950353
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.2401128449454353
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,3.7199728204279805
sentinel,Eastern Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.052560072456006246
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,21.20938521833548
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.29967069052262796
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,16.635388084051918
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.23504397618984688
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,3.408705175063416
sentinel,Eastern Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.04816212365817344
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,40.18928792148627
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.41621467576903576
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,31.86910680104746
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.3300478968465436
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-15.379600242596396
sentinel,Klamath Mountains,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.15927665453876783
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,40.194336824136194
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.41626696401518565
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,32.07796523159293
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.3322109096404238
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-14.14870043899149
sentinel,Klamath Mountains,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.14652901482784658
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,26.092628139120897
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.30932486520329056
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,20.18568326330385
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.23929876749732998
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-5.155238983234589
sentinel,North Cascades,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.06111471773090289
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,26.40045144488841
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.31297407225346907
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,20.5194290035589
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.24325528178811479
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-5.065900229025676
sentinel,North Cascades,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.06005561789796315
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,30.22135306940016
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.33325192555329275
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,24.644966138122015
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.27176091030287786
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-5.620360225557838
sentinel,Puget Lowland,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.06197591031642926
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,31.25946777954369
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.34469925305401994
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,25.474425363047576
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.280907386413316
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-8.381140317494003
sentinel,Puget Lowland,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.09241912970353476
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,rmse,TOPHT,41.16273009550691
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,nrmse,TOPHT,0.3712967877977295
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,mae,TOPHT,31.733133693512297
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,mape,TOPHT,0.28623977515143284
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,bias,TOPHT,-24.622963256811957
sentinel,Willamette Valley,Northern Rockies,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.22210448971929916
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,rmse,TOPHT,41.662121531590394
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,nrmse,TOPHT,0.375801407283397
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,mae,TOPHT,32.303801331887335
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,mape,TOPHT,0.29138732150069446
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,bias,TOPHT,-24.15564886309831
sentinel,Willamette Valley,Northern Rockies,weighted,RandomForestRegressor,rel_bias,TOPHT,0.21788921213992254
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,30.334389906180512
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.4325971935725871
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,24.41607148318043
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.3481963551717747
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,20.630594418960246
sentinel,Blue Mountains,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.2942118590477437
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,24.114466648774627
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.3438951839487698
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,18.453078258358797
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.2631584116915068
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,11.25113330423036
sentinel,Blue Mountains,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.16045184053394948
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,27.676881780344008
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2717839103181345
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,21.527173419773092
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.2113944560863683
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,-2.1819834323788942
sentinel,Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.021426835371406844
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,27.41197691055375
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.26918257386898853
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,21.279215066331307
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.2089595325487639
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,-3.5560793334153744
sentinel,Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,0.03492030476220514
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,33.36027307859071
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.30788047524984896
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,24.999746589904348
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.23072154844455176
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,-14.421132469254882
sentinel,Coast Range,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.13309198961937235
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,33.59899365135851
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.31008361678956364
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,25.1012373048175
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.23165820173474802
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,-14.982845333702038
sentinel,Coast Range,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,0.13827601264138203
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,29.12514773496151
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.4115137258087126
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,24.06948076923077
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.3400814237840775
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,18.7848543956044
sentinel,Eastern Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.2654141188039386
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,25.85383444764589
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.3652928334238528
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,21.17244991398928
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.29914882588373587
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,14.45941160602971
sentinel,Eastern Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.20429926732548093
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,33.35156255424382
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.3454007401679773
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,25.618616867469875
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.2653155819524855
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,-1.180939759036144
sentinel,Klamath Mountains,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.012230235575963259
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,33.850421472372226
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.35056710199227575
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,26.048951983543933
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.2697722867131846
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,-3.324093969212685
sentinel,Klamath Mountains,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,0.03442550901435577
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,24.98222932020987
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.29616122514563864
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,20.104736276266493
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.23833915102173234
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,7.501813324645708
sentinel,North Cascades,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.08893306504250299
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,24.194796191042432
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.28682630321912206
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,19.27512339313638
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.22850419335181546
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,4.972493736744592
sentinel,North Cascades,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.05894829553549713
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,25.020347218702714
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.3479298911504401
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,20.385953703703702
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.2834845812141891
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,8.455824074074075
sentinel,Northern Rockies,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.11758565634455675
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,23.954159709513686
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.3331036179266694
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,18.89710185185185
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.26278078928732373
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,-5.646898148148148
sentinel,Northern Rockies,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,0.07852507564540011
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,rmse,TOPHT,29.1977673063911
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,nrmse,TOPHT,0.263370218315814
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,mae,TOPHT,24.243057471264365
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,mape,TOPHT,0.2186776568170036
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,bias,TOPHT,-7.30190804597701
sentinel,Willamette Valley,Puget Lowland,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.06586480041472265
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,rmse,TOPHT,28.778972162465887
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,nrmse,TOPHT,0.2595925949335959
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,mae,TOPHT,23.734870753512133
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,mape,TOPHT,0.21409370197569266
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,bias,TOPHT,-7.038192337164752
sentinel,Willamette Valley,Puget Lowland,weighted,RandomForestRegressor,rel_bias,TOPHT,0.06348602730257474
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,rmse,TOPHT,58.61481533434828
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,nrmse,TOPHT,0.8359029040583473
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,mae,TOPHT,53.112436736288686
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,mape,TOPHT,0.757433762372743
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,bias,TOPHT,52.07602124901092
sentinel,Blue Mountains,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.7426534937549067
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,rmse,TOPHT,34.35537851619309
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,nrmse,TOPHT,0.48994030788801196
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,mae,TOPHT,27.3584561241806
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,mape,TOPHT,0.39015755307437094
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,bias,TOPHT,23.730389760885917
sentinel,Blue Mountains,Willamette Valley,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.338417882960333
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,rmse,TOPHT,30.40390623081822
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2985629880540307
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,mae,TOPHT,24.28473699000173
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,mape,TOPHT,0.23847342459212817
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,bias,TOPHT,2.2938096704012203
sentinel,Cascades,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,TOPHT,-0.02252495662968598
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,rmse,TOPHT,30.103437431646903
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,nrmse,TOPHT,0.29561241776162983
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,mae,TOPHT,24.0343505972555
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,mape,TOPHT,0.2360146579777709
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,bias,TOPHT,3.7484804980263817
sentinel,Cascades,Willamette Valley,weighted,RandomForestRegressor,rel_bias,TOPHT,-0.036809662865576444
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,rmse,TOPHT,29.955150246714407
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,nrmse,TOPHT,0.2764547482094133
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,mae,TOPHT,23.231231594561393
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,mape,TOPHT,0.2144000022758513
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,bias,TOPHT,-3.251718831392832
sentinel,Coast Range,Willamette Valley,unweighted,RandomForestRegressor,rel_bias,TOPHT,0.030009968348568488
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,rmse,TOPHT,29.855695931075072
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,nrmse,TOPHT,0.2755368887574672
sentinel,Coast Range,Willamette Valley,weighted,RandomForestRegressor,mae,TOPHT,23.114566922451235
