uuid,lidar_year,num_returns,strat0_return-proportion,strat1_return-proportion,strat2_return-proportion,strat3_return-proportion,strat4_return-proportion,strat5_return-proportion,skewness,kurtosis,strat0_intensity-median,strat1_intensity-median,strat2_intensity-median,strat3_intensity-median,strat4_intensity-median,strat5_intensity-median,height_05-percentile,height_25-percentile,height_50-percentile,height_75-percentile,height_95_percentile,height_max,cover,lidar_acq,potential_volume,stddev_height,surface_area_ratio,surface_volume,surface_volume_ratio,aspect,elevation,overall_curvature,plan_curvature,profile_curvature,slope,solar_radiation_index
7ded6d40,2009,7964,0.178553,0.172526,0.362004,0.0722,0.0,0.0,0.339301,1.854532,160.0,153.0,90.0,82.0,72.0,-9999.0,0.0,0.28,4.115,7.23,10.55,14.1,64.892014,lewis-county_2009,1160.0,2.969862937927246,2.5451250076293945,531.7736206054689,0.4710130095481873,167.3948974609375,303.40106201171875,-2.316999912261963,-0.4379000067710877,-1.7342000007629397,8.14525032043457,1.7467999458312988
7df6a7a3,2012,7717,0.044188,0.07710299999999999,0.547493,0.071012,0.0,0.0,-0.160224,2.2300259999999996,4.0,5.0,4.0,5.0,4.0,-9999.0,0.25,3.36,6.08,8.04,10.42,14.4,87.87093399999998,chehalis_2012,1218.5,2.568675994873047,2.755958080291748,710.5980224609375,0.5514199733734131,340.360595703125,276.318603515625,-5.271900177001953,2.474600076675415,-2.3392999172210693,21.93120002746582,1.3688000440597534
7e104cbc,2015,12209,0.5030720000000001,0.151937,0.123679,0.052666,0.0,0.0,1.884459,6.0985059999999995,20282.5,16374.0,9167.0,9558.5,9182.0,-9999.0,0.0,0.0,0.14,3.39,10.34,18.09,34.499140000000004,chelan_2015,1075.0,2.3378548622131348,2.1466283798217773,156.48455810546875,0.1426365077495575,233.1522979736328,851.3375244140625,-0.39079999923706055,0.3880999982357025,-0.2354999929666519,33.28839874267578,1.8043999671936035
7e1c7c6a,2014,8003,0.393477,0.058603,0.226915,0.050731,0.0,0.0,1.043075,3.4897099999999996,320.0,195.0,74.0,102.5,123.0,-9999.0,0.0,0.0,2.3,5.36,10.027999999999999,15.87,54.791953,colockum_2014,1302.0,3.38923454284668,2.531212329864502,262.6893920898437,0.2558704912662506,303.90325927734375,1269.59423828125,-0.2251999974250793,0.017549999058246613,-0.21649999916553495,21.41390037536621,1.479300022125244
7e23dce8,2006,7594,0.283645,0.12128,0.15657100000000002,0.251251,0.032394,0.0,0.847736,2.580545,31.0,26.0,21.0,14.0,15.0,-9999.0,0.0,0.1,3.91,10.9,18.5135,25.93,59.50750600000001,ahtanum_2006,1935.0,5.932191848754883,4.263085842132568,831.1210327148438,0.4295200109481812,37.50585174560547,1478.177001953125,0.01184999942779541,0.09445000439882277,-0.14500001072883606,14.378600120544435,1.5203499794006348
7e442de9,2014,6361,0.005345,0.003301,0.077975,0.23817,0.144789,0.5112399999999999,-0.036829,1.733008,12.0,19.0,17.5,38.0,70.0,94.0,6.51,16.09,31.0,43.869999,52.119999,58.330002,99.135356,lane-county_2014,5502.0,12.619211196899414,7.1556944847106925,3332.93017578125,0.6338930130004883,228.25924682617188,534.7191162109375,-2.997349977493286,0.9172499775886536,-0.9643999934196472,27.798599243164066,1.5015499591827393
7e4f13f7,2002,493,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,321.2882995605469,210.6157989501953,-10.638099670410156,5.555799961090088,-7.256899833679199,48.0625,1.0426000356674194
7e4f13f7,2002,493,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,323.17669677734375,210.466796875,-9.104000091552734,4.740600109100342,-6.115799903869629,46.96620178222656,1.1251000165939329
7e4f13f7,2002,493,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,321.2882995605469,210.6157989501953,-10.638099670410156,5.555799961090088,-7.256899833679199,48.0625,1.0426000356674194
7e4f13f7,2002,493,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,puget-sound-lowlands_2002,0.0,0.0,1.0,0.0,,323.17669677734375,210.466796875,-9.104000091552734,4.740600109100342,-6.115799903869629,46.96620178222656,1.1251000165939329
7e4f13f7,2002,191,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,321.2882995605469,210.6157989501953,-10.638099670410156,5.555799961090088,-7.256899833679199,48.0625,1.0426000356674194
7e4f13f7,2002,191,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,323.17669677734375,210.466796875,-9.104000091552734,4.740600109100342,-6.115799903869629,46.96620178222656,1.1251000165939329
7e4f13f7,2002,191,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,321.2882995605469,210.6157989501953,-10.638099670410156,5.555799961090088,-7.256899833679199,48.0625,1.0426000356674194
7e4f13f7,2002,191,1.0,0.0,0.0,0.0,0.0,0.0,-1.#IND00,-1.#IND00,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clallam-county_2001-2002,0.0,0.0,1.0,0.0,,323.17669677734375,210.466796875,-9.104000091552734,4.740600109100342,-6.115799903869629,46.96620178222656,1.1251000165939329
7e60b5e0,2012,9606,0.062149,0.039559,0.00229,0.012284,0.076515,0.8027270000000001,-1.7873130000000002,5.155901999999999,43.0,44.0,23.0,40.5,27.0,73.0,0.0,32.02,36.779999,39.887501,44.099998,51.830002,89.829273,hoh-river_2012,4777.0,3.134449005126953,3.2671329975128174,3923.94287109375,0.8175259828567505,143.3179931640625,169.89535522460938,9.959249496459961,-6.228899955749513,5.516050338745117,20.25374984741211,1.7990000247955322
7e6661a1,2006,2106,0.14245,0.049383,0.018519,0.075973,0.349953,0.3585,-0.570519,2.240391,21.0,17.0,4.0,4.0,6.5,30.0,0.0,17.3225,26.0,33.209999,41.674999,48.869999,80.816714,lewis-county_2006,4309.0,6.688248634338379,5.730301856994629,2982.745361328125,0.6649540066719055,307.1918029785156,243.17904663085938,-8.530799865722656,2.1093001365661617,-4.3712501525878915,44.3094482421875,1.2230499982833862
7e6661a1,2012,5642,0.716767,0.250266,0.007798999999999999,0.0,0.0,0.0,5.675033,37.633990999999995,111.0,132.0,14.0,7.0,-9999.0,-9999.0,0.0,0.0,0.0,0.18,0.7295,6.72,3.296703,chehalis_2012,193.0,0.2574974894523621,1.0884745121002195,17.466270446777347,0.09665000438690187,296.77197265625,239.8441467285156,-2.8228001594543457,1.00409996509552,-1.2393499612808228,33.427051544189446,1.3938499689102173
7e6661a1,2017,4924,0.633225,0.22766,0.0,0.0,0.0,0.0,1.859002,5.6226080000000005,113.0,80.0,45.0,-9999.0,-9999.0,-9999.0,0.0,0.0,0.0,0.46,2.13,3.87,13.911454,southwest-state-lands_2017,245.0,0.5970884561538696,1.4567455053329468,43.0958251953125,0.17743049561977384,297.1119384765625,240.1539001464844,-2.622849941253662,1.2955999374389648,-1.2511500120162964,33.48834991455078,1.3954000473022459
