TARGET_ECOREGION,TRAIN_ECOREGION,MODEL,METRIC,TARGET,SCORE
Blue Mountains,Coast Range,Lasso,mape,total_cover,0.38620980982245534
Blue Mountains,Coast Range,Lasso,bias,total_cover,8.898016379005291
Blue Mountains,Coast Range,Lasso,rel_bias,total_cover,-0.2681425095162661
Blue Mountains,Coast Range,Lasso,rmse,topht,72.95756247912973
Blue Mountains,Coast Range,Lasso,nrmse,topht,1.1866344990996984
Blue Mountains,Coast Range,Lasso,mae,topht,68.98997504736094
Blue Mountains,Coast Range,Lasso,mape,topht,1.1221027910114791
Blue Mountains,Coast Range,Lasso,bias,topht,68.98997504736094
Blue Mountains,Coast Range,Lasso,rel_bias,topht,-1.1221027910114791
Blue Mountains,Coast Range,Lasso,rmse,qmd,9.315102769510247
Blue Mountains,Coast Range,Lasso,nrmse,qmd,0.7040410689546016
Blue Mountains,Coast Range,Lasso,mae,qmd,8.178641267335367
Blue Mountains,Coast Range,Lasso,mape,qmd,0.6181466252093478
Blue Mountains,Coast Range,Lasso,bias,qmd,6.14796658371615
Blue Mountains,Coast Range,Lasso,rel_bias,qmd,-0.4646670114756297
Blue Mountains,Coast Range,Lasso,rmse,tcuft,7583.243554087574
Blue Mountains,Coast Range,Lasso,nrmse,tcuft,3.7599217471411657
Blue Mountains,Coast Range,Lasso,mae,tcuft,6759.098912924602
Blue Mountains,Coast Range,Lasso,mape,tcuft,3.3512945763274025
Blue Mountains,Coast Range,Lasso,bias,tcuft,6700.586619892641
Blue Mountains,Coast Range,Lasso,rel_bias,tcuft,-3.3222830271826598
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,total_cover,28.821759176503214
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,total_cover,0.8685462585229579
Blue Mountains,Coast Range,KNeighborsRegressor,mae,total_cover,26.2380813034391
Blue Mountains,Coast Range,KNeighborsRegressor,mape,total_cover,0.7906868976096991
Blue Mountains,Coast Range,KNeighborsRegressor,bias,total_cover,26.18434990948668
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,total_cover,-0.7890676973070111
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,topht,49.10521558254443
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,topht,0.7986826987626408
Blue Mountains,Coast Range,KNeighborsRegressor,mae,topht,43.94701210635702
Blue Mountains,Coast Range,KNeighborsRegressor,mape,topht,0.7147859512531428
Blue Mountains,Coast Range,KNeighborsRegressor,bias,topht,43.94701210635702
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,topht,-0.7147859512531428
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,qmd,4.629908656169029
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,qmd,0.34993128042781496
Blue Mountains,Coast Range,KNeighborsRegressor,mae,qmd,3.8694259108121276
Blue Mountains,Coast Range,KNeighborsRegressor,mape,qmd,0.2924535372176074
Blue Mountains,Coast Range,KNeighborsRegressor,bias,qmd,2.4707196385507872
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,qmd,-0.1867384760483838
Blue Mountains,Coast Range,KNeighborsRegressor,rmse,tcuft,7167.579574427066
Blue Mountains,Coast Range,KNeighborsRegressor,nrmse,tcuft,3.5538273463110146
Blue Mountains,Coast Range,KNeighborsRegressor,mae,tcuft,6888.8302425041975
Blue Mountains,Coast Range,KNeighborsRegressor,mape,tcuft,3.4156179287151724
Blue Mountains,Coast Range,KNeighborsRegressor,bias,tcuft,6888.8302425041975
Blue Mountains,Coast Range,KNeighborsRegressor,rel_bias,tcuft,-3.4156179287151724
