TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
Northern Rockies,Puget Lowland,unweighted,ElasticNet,bias,TOTAL_COVER,8.508602947508725
Northern Rockies,Puget Lowland,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-0.21499253700343246
Northern Rockies,Puget Lowland,weighted,ElasticNet,rmse,TOTAL_COVER,70.8021115151496
Northern Rockies,Puget Lowland,weighted,ElasticNet,nrmse,TOTAL_COVER,1.7890041025241228
Northern Rockies,Puget Lowland,weighted,ElasticNet,mae,TOTAL_COVER,68.4105830683103
Northern Rockies,Puget Lowland,weighted,ElasticNet,mape,TOTAL_COVER,1.7285757606125516
Northern Rockies,Puget Lowland,weighted,ElasticNet,bias,TOTAL_COVER,-68.4105830683103
Northern Rockies,Puget Lowland,weighted,ElasticNet,rel_bias,TOTAL_COVER,1.7285757606125516
Willamette Valley,Puget Lowland,unweighted,ElasticNet,rmse,TOTAL_COVER,14.985993152740422
Willamette Valley,Puget Lowland,unweighted,ElasticNet,nrmse,TOTAL_COVER,0.231547864020064
Willamette Valley,Puget Lowland,unweighted,ElasticNet,mae,TOTAL_COVER,11.306384150281975
Willamette Valley,Puget Lowland,unweighted,ElasticNet,mape,TOTAL_COVER,0.17469440117216128
Willamette Valley,Puget Lowland,unweighted,ElasticNet,bias,TOTAL_COVER,-7.923733487638915
Willamette Valley,Puget Lowland,unweighted,ElasticNet,rel_bias,TOTAL_COVER,0.1224292274410612
Willamette Valley,Puget Lowland,weighted,ElasticNet,rmse,TOTAL_COVER,17.849791660215665
Willamette Valley,Puget Lowland,weighted,ElasticNet,nrmse,TOTAL_COVER,0.2757962778976908
Willamette Valley,Puget Lowland,weighted,ElasticNet,mae,TOTAL_COVER,14.103137758419312
Willamette Valley,Puget Lowland,weighted,ElasticNet,mape,TOTAL_COVER,0.21790690751420422
Willamette Valley,Puget Lowland,weighted,ElasticNet,bias,TOTAL_COVER,-12.441087681246243
Willamette Valley,Puget Lowland,weighted,ElasticNet,rel_bias,TOTAL_COVER,0.19222665120143312
Blue Mountains,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,43.477327769867344
Blue Mountains,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,1.6349412949671565
Blue Mountains,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,36.3784052336457
Blue Mountains,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,1.3679901689532505
Blue Mountains,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,36.3784052336457
Blue Mountains,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-1.3679901689532505
Blue Mountains,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,42.99169791083116
Blue Mountains,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,1.6166794479003361
Blue Mountains,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,25.523226789333833
Blue Mountains,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.9597870798217458
Blue Mountains,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,-15.555104178567083
Blue Mountains,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,0.5849412434837205
Cascades,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,36.146993278930516
Cascades,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,0.5755764014218352
Cascades,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,29.20822508588262
Cascades,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,0.4650888929301479
Cascades,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,24.851184584032392
Cascades,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-0.3957107935249644
Cascades,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,31.24444659238199
Cascades,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,0.49751208891120324
Cascades,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,24.585680972967268
Cascades,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.3914831220325628
Cascades,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,19.594597802807876
Cascades,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,-0.3120090239212849
Coast Range,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,50.899212405770896
Coast Range,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,0.7392274524863953
Coast Range,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,42.02794719012042
Coast Range,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,0.6103868972845442
Coast Range,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,40.80601882616109
Coast Range,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-0.5926403949534372
Coast Range,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,43.97167875568875
Coast Range,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,0.6386164054757074
Coast Range,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,36.70583205978814
Coast Range,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.5330919171919098
Coast Range,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,35.570247720594566
Coast Range,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,-0.5165994199907088
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,53.9517705189706
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,1.2510365629626545
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,48.8128228322683
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,1.1318743669980875
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,48.566421732500224
Eastern Cascades,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-1.1261608050148773
Eastern Cascades,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,30.46728760587953
Eastern Cascades,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,0.7064771072869965
Eastern Cascades,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,23.893156217236804
Eastern Cascades,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.5540357942809554
Eastern Cascades,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,19.419046322140648
Eastern Cascades,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,-0.4502898928649829
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,23.555863033473166
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,0.46313844001962035
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,18.736922636229373
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,0.36839189921338655
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,-5.03658343659238
Klamath Mountains,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,0.09902568173950368
Klamath Mountains,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,23.499143049030902
Klamath Mountains,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,0.462023252472673
Klamath Mountains,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,18.27220300610599
Klamath Mountains,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.35925491602427584
Klamath Mountains,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,-3.783898851555667
Klamath Mountains,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,0.07439629822992455
North Cascades,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,80.33705503173522
North Cascades,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,1.3141425745716102
North Cascades,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,75.08062442101209
North Cascades,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,1.2281586005125165
North Cascades,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,75.08062442101209
North Cascades,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-1.2281586005125165
North Cascades,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,66.11429133147772
North Cascades,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,1.0814885483666827
North Cascades,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,58.02782602878139
North Cascades,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.9492112533143373
North Cascades,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,58.02782602878139
North Cascades,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,-0.9492112533143373
Northern Rockies,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,93.18907183792511
Northern Rockies,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,2.3546703376606346
Northern Rockies,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,90.67855208734575
Northern Rockies,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,2.2912353632348603
Northern Rockies,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,90.67855208734575
Northern Rockies,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-2.2912353632348603
Northern Rockies,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,45.9327964468133
Northern Rockies,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,1.1606145569002075
Northern Rockies,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,40.645432729241136
Northern Rockies,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,1.0270152167131594
Northern Rockies,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,-36.615046667426085
Northern Rockies,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,0.9251767680420295
Puget Lowland,Willamette Valley,unweighted,ElasticNet,rmse,TOTAL_COVER,60.078740462937404
Puget Lowland,Willamette Valley,unweighted,ElasticNet,nrmse,TOTAL_COVER,0.8931006722900087
Puget Lowland,Willamette Valley,unweighted,ElasticNet,mae,TOTAL_COVER,54.939386901667795
Puget Lowland,Willamette Valley,unweighted,ElasticNet,mape,TOTAL_COVER,0.8167015985854345
Puget Lowland,Willamette Valley,unweighted,ElasticNet,bias,TOTAL_COVER,54.939386901667795
Puget Lowland,Willamette Valley,unweighted,ElasticNet,rel_bias,TOTAL_COVER,-0.8167015985854345
Puget Lowland,Willamette Valley,weighted,ElasticNet,rmse,TOTAL_COVER,43.167431800056924
Puget Lowland,Willamette Valley,weighted,ElasticNet,nrmse,TOTAL_COVER,0.6417055694675758
Puget Lowland,Willamette Valley,weighted,ElasticNet,mae,TOTAL_COVER,37.6017041463664
Puget Lowland,Willamette Valley,weighted,ElasticNet,mape,TOTAL_COVER,0.5589682305854373
Puget Lowland,Willamette Valley,weighted,ElasticNet,bias,TOTAL_COVER,37.6017041463664
Puget Lowland,Willamette Valley,weighted,ElasticNet,rel_bias,TOTAL_COVER,-0.5589682305854373
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,22.162217288251757
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.3528937849925133
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,18.146934986593514
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.2889575754149289
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-13.170077795185694
Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.20971000064387318
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,22.310749885407848
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.355258901700983
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,18.49911472121964
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.2945654095920514
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-13.601007435805949
Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.21657178662701845
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,25.171196105432948
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.36557027689774246
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,21.7404014734007
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.3157436203352992
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-19.705757891759863
Coast Range,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.2861937644439412
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,24.524411837000873
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.35617679781500694
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,21.512705792348818
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.3124367145839038
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-19.139952556702966
Coast Range,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.2779763713514323
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,14.779513120829577
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.34270814690766654
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,11.18282072581926
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.25930784977922533
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.4157887422454922
Eastern Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.07920549347685918
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,15.39971821377824
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.35708949603394974
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,11.430231466454057
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.2650448233692758
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.7330012004205155
Eastern Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.08656103305576283
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,15.304583673651175
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.30090771871496375
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,12.036032158231068
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.23664380922354253
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.125340727312293
Klamath Mountains,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.061448201958057544
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,15.348281456222914
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.30176687309295586
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,12.045868490548703
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.23683720411629725
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.855618526192283
Klamath Mountains,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.07580639889924481
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,25.179710705604588
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.4118862689273368
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,20.287486882009308
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.33185993975233263
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-16.6003688432161
North Cascades,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.2715465664237351
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,23.996518142082486
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.3925317665619377
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,19.68950315767394
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.32207820365633594
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-15.385543465872002
North Cascades,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.25167461880993147
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,16.503434003944488
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.4170032574872483
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,12.726978251964253
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.32158103506033875
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-4.881584348115153
Northern Rockies,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.12334624262903383
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,17.418212204845457
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.4401175674886004
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,13.322124186852927
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.33661898373632665
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-6.492557418151931
Northern Rockies,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.1640517720218261
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,24.921367333628663
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.3704686507830594
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,20.815693627255232
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.30943574764442655
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-18.403129358548526
Puget Lowland,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.2735717672460022
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,26.86547810308496
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.39936883447247584
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,23.181497969882454
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.344604618240348
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-20.803765476143983
Puget Lowland,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.309258429683122
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,18.19137945923251
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.2810741346557664
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,14.95901943752595
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.2311310944353632
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-11.93506858090903
Willamette Valley,Blue Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.18440817426485384
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,19.767246934857962
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.3054227877107051
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,17.242279258348773
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.26640963280955704
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-15.128458289578942
Willamette Valley,Blue Mountains,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.23374908604092506
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,20.37431131421698
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.7661649101446496
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,18.477516377505225
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.6948369668421185
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,17.829771786407495
Blue Mountains,Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,-0.6704788833328724
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,17.605688651572844
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.6620523587638814
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,14.276173808832812
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.5368477616134901
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,12.358407498582793
Blue Mountains,Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,-0.46473120120018857
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,14.705523154238973
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.2135735683319781
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,11.650714789477465
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.169207494701716
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.4536517695862963
Coast Range,Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.05015861893998479
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,14.778260310295247
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.21462995604469814
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,11.731075480456106
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.17037460173666596
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-3.9763230235790417
Coast Range,Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.057749560357638646
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,23.42658069014462
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.5432168158088652
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,19.74080910639749
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.4577509456503485
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,17.060749174697932
Eastern Cascades,Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,-0.3956055714905069
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,22.859196337137405
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.530060276847547
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,18.31502909075917
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.42468988179373585
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,14.592161508896654
Eastern Cascades,Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,-0.3383638276313295
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,18.79011897333315
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.369437807340208
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,15.09313543521963
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.29675037550266353
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-8.426097251912697
Klamath Mountains,Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.1656678649879662
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,20.399103443497655
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.40107250297708064
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,16.16619795089378
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,mape,TOTAL_COVER,0.31784815905008207
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,bias,TOTAL_COVER,-8.584533404250118
Klamath Mountains,Cascades,weighted,HistGradientBoostingRegressor,rel_bias,TOTAL_COVER,0.1687829226843025
North Cascades,Cascades,unweighted,HistGradientBoostingRegressor,rmse,TOTAL_COVER,19.26677002073705
North Cascades,Cascades,unweighted,HistGradientBoostingRegressor,nrmse,TOTAL_COVER,0.31516319273501786
North Cascades,Cascades,unweighted,HistGradientBoostingRegressor,mae,TOTAL_COVER,15.298529586296636
